368,332,372,356,372,379,374,394,374,396,357,365,365,384,375,382,385,378,360,348,365,370,380,365,392,359,364,331,370,354,384,351,392,343,372,313,374,326,380,326,0,0,1
757,227,735,265,708,297,683,320,671,339,670,266,641,273,670,271,686,266,667,243,643,250,679,248,687,245,670,219,644,226,677,227,689,224,677,194,652,198,673,204,0,0,1
760,242,742,283,719,311,699,331,686,350,670,277,639,284,668,284,687,279,666,254,637,258,673,260,686,256,669,229,637,233,670,238,685,235,677,205,648,206,668,215,0,0,1
758,248,744,288,708,320,680,343,663,366,676,290,638,289,616,289,608,289,673,259,634,257,614,255,609,255,673,227,631,225,614,224,614,225,678,195,640,192,633,192,0,0,1
768,264,735,313,705,343,673,363,654,381,651,296,611,300,632,305,651,304,647,266,608,272,646,276,668,272,650,235,607,241,644,246,666,243,663,201,623,203,647,215,0,0,1
416,273,413,330,372,376,342,411,323,441,309,347,262,359,246,356,262,350,301,302,258,312,251,305,266,299,299,257,251,269,249,265,268,259,306,211,256,214,262,220,0,0,1
734,198,687,265,653,307,612,334,591,356,589,256,545,263,585,266,612,261,585,220,540,224,593,228,616,224,591,181,546,183,596,190,618,188,607,142,566,140,597,154,0,0,1
270,412,265,450,248,481,235,503,233,519,196,480,181,507,206,496,217,482,185,460,170,488,201,476,207,463,178,436,159,464,191,457,201,445,174,410,156,435,178,436,0,0,1
620,407,662,394,690,369,713,347,739,338,659,324,662,267,661,232,658,207,626,321,615,260,608,223,601,198,597,325,583,273,577,242,573,219,574,334,555,296,542,273,0,0,2
537,403,579,384,611,356,639,332,670,317,572,311,572,246,568,207,563,179,535,312,524,242,514,201,506,172,503,321,491,258,485,221,481,195,478,332,464,284,456,255,0,0,2
561,409,610,411,653,388,688,372,728,356,614,349,614,269,608,223,598,189,572,351,556,265,538,212,522,177,542,354,523,281,512,233,503,195,523,353,511,305,503,274,0,0,2
553,451,603,433,647,397,691,373,737,365,604,355,602,271,595,224,586,188,557,359,543,269,531,214,520,174,517,368,503,291,492,241,484,205,489,377,477,321,470,285,0,0,2
693,401,734,383,769,351,802,327,833,318,754,325,756,259,751,220,743,192,719,323,706,251,691,209,680,181,684,327,669,264,659,227,652,200,653,333,636,286,624,259,0,0,2
347,388,368,361,375,325,380,297,384,274,355,305,338,257,325,228,312,206,334,313,309,263,288,232,269,211,312,327,286,280,266,253,249,233,291,346,267,312,250,291,0,0,2
698,310,751,296,787,259,817,230,847,215,768,214,769,137,762,89,753,54,727,213,711,130,698,77,686,39,687,219,671,145,661,99,653,66,652,228,636,175,625,143,0,0,2
625,349,656,332,681,303,702,278,722,262,654,277,652,228,647,198,641,177,628,279,616,226,606,196,597,175,604,286,589,239,580,212,573,191,583,295,568,260,559,239,0,0,2
622,358,655,334,680,304,703,279,724,263,654,281,651,230,646,201,640,180,626,283,616,229,605,199,594,178,601,289,588,240,578,213,570,193,580,297,566,261,557,240,0,0,2
533,360,562,334,583,301,601,273,617,253,555,281,543,230,531,202,520,184,529,288,507,236,491,207,476,188,504,299,483,251,468,225,457,207,482,311,464,274,452,252,0,0,2
510,274,472,270,438,251,412,237,385,229,459,189,442,151,433,129,424,110,486,180,477,135,472,106,467,83,512,184,510,141,507,116,502,95,538,196,547,165,551,143,0,0,3
485,330,457,322,434,306,418,296,401,291,457,260,446,234,437,219,429,206,478,256,474,226,470,206,466,190,497,261,500,231,499,213,496,197,515,273,525,251,531,235,0,0,3
485,312,457,314,430,305,410,294,389,286,447,263,435,238,431,226,428,213,469,258,464,232,464,215,464,200,489,263,491,241,492,225,492,209,508,273,517,257,520,246,0,0,3
708,247,673,250,645,236,624,222,601,214,663,176,649,148,642,129,639,112,687,166,681,130,678,106,679,85,711,168,709,134,708,114,708,96,735,177,742,150,745,131,0,0,3
405,225,370,232,343,222,324,217,306,216,354,152,335,115,324,89,315,66,381,140,370,98,363,66,358,40,407,142,406,99,404,71,401,48,433,155,448,125,456,104,0,0,3
616,406,582,414,546,401,521,387,495,380,562,335,543,304,534,287,527,273,590,320,576,277,570,250,568,227,618,319,613,278,612,255,612,234,647,330,665,301,679,284,0,0,3
419,184,391,187,372,177,367,166,366,156,377,122,361,97,351,81,343,66,399,112,390,83,382,64,377,47,421,113,417,84,412,65,407,49,444,123,450,99,454,83,0,0,3
554,322,510,309,479,275,459,244,441,220,517,219,503,174,493,144,486,118,548,214,549,161,547,124,546,93,576,221,582,171,583,137,583,108,603,238,618,201,627,175,0,0,3
652,465,603,461,561,430,534,399,511,372,597,345,581,292,570,258,561,226,635,334,629,270,624,225,619,186,670,342,676,281,678,240,678,206,704,365,727,324,742,298,0,0,3
402,260,352,258,311,234,274,215,238,203,343,151,317,96,298,64,280,38,379,141,370,77,358,37,347,5,415,148,423,84,424,44,423,11,446,168,476,130,496,107,0,0,3
